-2.46, -150.022,-150.022,-150.021,-150.021,-150.021,-150.02,-150.02,-150.019,-150.019,-150.019,-150.018,-150.018,-150.017,-150.017,-150.017,-150.016,-150.016,-150.015,-150.015,-150.014,-150.014,-150.014,-148.403,-143.169,-137.934,-132.699,-127.465,-122.23,-116.996,-111.761,-106.527,-101.293,-96.0583,-90.824,-85.5897,-80.3554,-75.1212,-69.8869,-64.6528,-59.4186,-54.1845,-48.9504,-43.7164,-38.4823,-33.2483,-28.0144,-22.7805,-17.5466,-12.3127,-7.07887,-1.84508,2.25914,5.74835,9.23758,12.7268,16.2161,19.7054,23.1947,26.6841,30.1734,33.6628,37.1522,40.6416,44.1311,47.6206,51.11,54.5995,58.0891,61.5786,65.0682,68.5578,72.0474,75.537,79.0267,82.5163,86.006,89.4957,92.9854,96.4751,99.9649,100.009,100.01,100.01,100.01,100.01,100.011,100.011,100.011,100.012,100.012,100.012,100.012,100.013,100.013,100.013,100.013,100.014,100.014,100.014,100.014,
-2.4, -150.021,-150.021,-150.02,-150.02,-150.02,-150.019,-150.019,-150.018,-150.018,-150.018,-150.017,-150.017,-150.017,-150.016,-150.016,-150.015,-150.015,-150.015,-150.014,-150.014,-150.013,-150.013,-148.358,-143.123,-137.888,-132.654,-127.419,-122.185,-116.951,-111.716,-106.482,-101.247,-96.013,-90.7787,-85.5445,-80.3102,-75.076,-69.8418,-64.6077,-59.3735,-54.1394,-48.9053,-43.6713,-38.4373,-33.2033,-27.9694,-22.7354,-17.5016,-12.2677,-7.03387,-1.80008,2.28914,5.77835,9.26758,12.7568,16.2461,19.7354,23.2247,26.714,30.2034,33.6928,37.1822,40.6716,44.161,47.6505,51.1399,54.6294,58.1189,61.6085,65.098,68.5876,72.0772,75.5668,79.0564,82.546,86.0357,89.5254,93.015,96.5048,99.9945,100.009,100.009,100.009,100.01,100.01,100.01,100.011,100.011,100.011,100.011,100.012,100.012,100.012,100.012,100.013,100.013,100.013,100.013,100.014,100.014,
-2.34, -150.02,-150.02,-150.019,-150.019,-150.019,-150.018,-150.018,-150.018,-150.017,-150.017,-150.016,-150.016,-150.016,-150.015,-150.015,-150.015,-150.014,-150.014,-150.013,-150.013,-150.013,-150.012,-148.312,-143.077,-137.843,-132.608,-127.374,-122.14,-116.905,-111.671,-106.436,-101.202,-95.9678,-90.7335,-85.4993,-80.265,-75.0309,-69.7967,-64.5626,-59.3284,-54.0943,-48.8603,-43.6263,-38.3923,-33.1583,-27.9243,-22.6904,-17.4565,-12.2227,-6.98887,-1.75508,2.31914,5.80835,9.29758,12.7868,16.2761,19.7654,23.2547,26.744,30.2334,33.7227,37.2121,40.7015,44.1909,47.6804,51.1698,54.6593,58.1488,61.6383,65.1278,68.6174,72.1069,75.5965,79.0861,82.5758,86.0654,89.555,93.0447,96.5344,100.008,100.008,100.009,100.009,100.009,100.009,100.01,100.01,100.01,100.01,100.011,100.011,100.011,100.011,100.012,100.012,100.012,100.012,100.013,100.013,100.013,
-2.28, -150.019,-150.019,-150.018,-150.018,-150.018,-150.017,-150.017,-150.017,-150.016,-150.016,-150.016,-150.015,-150.015,-150.015,-150.014,-150.014,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-148.266,-143.032,-137.797,-132.563,-127.329,-122.094,-116.86,-111.625,-106.391,-101.157,-95.9225,-90.6883,-85.4541,-80.2199,-74.9857,-69.7516,-64.5174,-59.2833,-54.0493,-48.8152,-43.5812,-38.3472,-33.1133,-27.8793,-22.6454,-17.4115,-12.1777,-6.94387,-1.71008,2.34914,5.83835,9.32757,12.8168,16.3061,19.7954,23.2847,26.774,30.2633,33.7527,37.2421,40.7314,44.2209,47.7103,51.1997,54.6892,58.1787,61.6681,65.1577,68.6472,72.1367,75.6263,79.1159,82.6055,86.0951,89.5847,93.0743,96.564,100.008,100.008,100.008,100.008,100.009,100.009,100.009,100.009,100.01,100.01,100.01,100.01,100.011,100.011,100.011,100.011,100.012,100.012,100.012,100.012,100.012,
-2.22, -150.018,-150.018,-150.017,-150.017,-150.017,-150.016,-150.016,-150.016,-150.015,-150.015,-150.015,-150.014,-150.014,-150.014,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-150.011,-150.011,-148.221,-142.986,-137.752,-132.518,-127.283,-122.049,-116.814,-111.58,-106.346,-101.112,-95.8773,-90.6431,-85.4089,-80.1747,-74.9406,-69.7064,-64.4723,-59.2383,-54.0042,-48.7702,-43.5362,-38.3022,-33.0682,-27.8343,-22.6004,-17.3665,-12.1327,-6.89887,-1.66508,2.37914,5.86835,9.35757,12.8468,16.3361,19.8253,23.3146,26.804,30.2933,33.7826,37.272,40.7614,44.2508,47.7402,51.2296,54.7191,58.2085,61.698,65.1875,68.677,72.1665,75.6561,79.1456,82.6352,86.1248,89.6144,93.104,96.5936,100.007,100.008,100.008,100.008,100.008,100.009,100.009,100.009,100.009,100.009,100.01,100.01,100.01,100.01,100.011,100.011,100.011,100.011,100.011,100.012,100.012,
-2.16, -150.017,-150.017,-150.016,-150.016,-150.016,-150.016,-150.015,-150.015,-150.015,-150.014,-150.014,-150.014,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-150.011,-150.011,-150.011,-150.01,-148.175,-142.941,-137.706,-132.472,-127.238,-122.003,-116.769,-111.535,-106.301,-101.066,-95.8321,-90.5979,-85.3637,-80.1296,-74.8954,-69.6613,-64.4272,-59.1932,-53.9591,-48.7251,-43.4911,-38.2571,-33.0232,-27.7893,-22.5554,-17.3215,-12.0877,-6.85387,-1.62008,2.40914,5.89834,9.38757,12.8768,16.3661,19.8553,23.3446,26.8339,30.3233,33.8126,37.3019,40.7913,44.2807,47.7701,51.2595,54.7489,58.2384,61.7279,65.2173,68.7068,72.1963,75.6859,79.1754,82.6649,86.1545,89.6441,93.1337,96.6233,100.007,100.007,100.007,100.008,100.008,100.008,100.008,100.009,100.009,100.009,100.009,100.009,100.01,100.01,100.01,100.01,100.01,100.011,100.011,100.011,100.011,
-2.1, -150.016,-150.016,-150.016,-150.015,-150.015,-150.015,-150.014,-150.014,-150.014,-150.014,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-150.011,-150.011,-150.011,-150.011,-150.01,-150.01,-148.13,-142.895,-137.661,-132.427,-127.192,-121.958,-116.724,-111.49,-106.255,-101.021,-95.7869,-90.5527,-85.3185,-80.0844,-74.8503,-69.6162,-64.3821,-59.1481,-53.9141,-48.6801,-43.4461,-38.2121,-32.9782,-27.7443,-22.5104,-17.2765,-12.0427,-6.80887,-1.57508,2.43914,5.92834,9.41756,12.9068,16.3961,19.8853,23.3746,26.8639,30.3532,33.8426,37.3319,40.8213,44.3106,47.8,51.2894,54.7788,58.2683,61.7577,65.2472,68.7367,72.2261,75.7156,79.2052,82.6947,86.1842,89.6738,93.1633,96.6529,100.007,100.007,100.007,100.007,100.007,100.008,100.008,100.008,100.008,100.008,100.009,100.009,100.009,100.009,100.009,100.01,100.01,100.01,100.01,100.01,100.011,
-2.04, -150.015,-150.015,-150.015,-150.014,-150.014,-150.014,-150.014,-150.013,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-150.011,-150.011,-150.011,-150.011,-150.01,-150.01,-150.01,-150.009,-148.084,-142.85,-137.616,-132.381,-127.147,-121.913,-116.678,-111.444,-106.21,-100.976,-95.7416,-90.5075,-85.2734,-80.0393,-74.8052,-69.5711,-64.337,-59.103,-53.869,-48.635,-43.401,-38.1671,-32.9332,-27.6993,-22.4654,-17.2315,-11.9977,-6.76387,-1.53008,2.46914,5.95834,9.44756,12.9368,16.426,19.9153,23.4046,26.8939,30.3832,33.8725,37.3618,40.8512,44.3406,47.8299,51.3193,54.8087,58.2982,61.7876,65.277,68.7665,72.256,75.7454,79.2349,82.7244,86.214,89.7035,93.193,96.6826,100.006,100.006,100.007,100.007,100.007,100.007,100.007,100.008,100.008,100.008,100.008,100.008,100.009,100.009,100.009,100.009,100.009,100.009,100.01,100.01,100.01,
-1.98, -150.014,-150.014,-150.014,-150.014,-150.013,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-150.012,-150.011,-150.011,-150.011,-150.01,-150.01,-150.01,-150.01,-150.009,-150.009,-150.009,-148.039,-142.804,-137.57,-132.336,-127.102,-121.867,-116.633,-111.399,-106.165,-100.931,-95.6964,-90.4623,-85.2282,-79.9941,-74.76,-69.526,-64.2919,-59.0579,-53.8239,-48.59,-43.356,-38.1221,-32.8881,-27.6542,-22.4204,-17.1865,-11.9527,-6.71887,-1.48508,2.49914,5.98834,9.47756,12.9668,16.456,19.9453,23.4346,26.9239,30.4132,33.9025,37.3918,40.8811,44.3705,47.8599,51.3492,54.8386,58.328,61.8174,65.3069,68.7963,72.2858,75.7752,79.2647,82.7542,86.2437,89.7332,93.2227,96.7123,100.006,100.006,100.006,100.006,100.007,100.007,100.007,100.007,100.007,100.008,100.008,100.008,100.008,100.008,100.008,100.009,100.009,100.009,100.009,100.009,100.009,
-1.92, -150.013,-150.013,-150.013,-150.013,-150.013,-150.012,-150.012,-150.012,-150.012,-150.011,-150.011,-150.011,-150.011,-150.01,-150.01,-150.01,-150.01,-150.009,-150.009,-150.009,-150.009,-150.008,-147.993,-142.759,-137.525,-132.29,-127.056,-121.822,-116.588,-111.354,-106.12,-100.885,-95.6512,-90.4171,-85.183,-79.949,-74.7149,-69.4809,-64.2468,-59.0128,-53.7789,-48.5449,-43.311,-38.077,-32.8431,-27.6092,-22.3754,-17.1415,-11.9077,-6.67387,-1.44008,2.52914,6.01834,9.50756,12.9968,16.486,19.9753,23.4646,26.9538,30.4431,33.9324,37.4218,40.9111,44.4004,47.8898,51.3791,54.8685,58.3579,61.8473,65.3367,68.8262,72.3156,75.805,79.2945,82.784,86.2734,89.7629,93.2524,96.7419,100.005,100.006,100.006,100.006,100.006,100.006,100.007,100.007,100.007,100.007,100.007,100.007,100.008,100.008,100.008,100.008,100.008,100.008,100.009,100.009,100.009,
-1.86, -150.013,-150.012,-150.012,-150.012,-150.012,-150.012,-150.011,-150.011,-150.011,-150.011,-150.01,-150.01,-150.01,-150.01,-150.009,-150.009,-150.009,-150.009,-150.008,-150.008,-150.008,-150.008,-147.948,-142.714,-137.479,-132.245,-127.011,-121.777,-116.543,-111.308,-106.074,-100.84,-95.606,-90.3719,-85.1379,-79.9038,-74.6698,-69.4358,-64.2018,-58.9678,-53.7338,-48.4999,-43.2659,-38.032,-32.7981,-27.5642,-22.3303,-17.0965,-11.8627,-6.62887,-1.39508,2.55914,6.04834,9.53756,13.0268,16.516,20.0053,23.4945,26.9838,30.4731,33.9624,37.4517,40.941,44.4304,47.9197,51.4091,54.8984,58.3878,61.8772,65.3666,68.856,72.3454,75.8349,79.3243,82.8137,86.3032,89.7927,93.2822,96.7717,100.005,100.005,100.005,100.006,100.006,100.006,100.006,100.006,100.006,100.007,100.007,100.007,100.007,100.007,100.007,100.008,100.008,100.008,100.008,100.008,100.008,
-1.8, -150.012,-150.012,-150.011,-150.011,-150.011,-150.011,-150.011,-150.01,-150.01,-150.01,-150.01,-150.01,-150.009,-150.009,-150.009,-150.009,-150.008,-150.008,-150.008,-150.008,-150.007,-150.007,-147.902,-142.668,-137.434,-132.2,-126.966,-121.731,-116.497,-111.263,-106.029,-100.795,-95.5608,-90.3268,-85.0927,-79.8587,-74.6247,-69.3907,-64.1567,-58.9227,-53.6887,-48.4548,-43.2209,-37.987,-32.7531,-27.5192,-22.2853,-17.0515,-11.8177,-6.58387,-1.35008,2.58914,6.07834,9.56755,13.0568,16.546,20.0353,23.5245,27.0138,30.5031,33.9924,37.4817,40.971,44.4603,47.9496,51.439,54.9283,58.4177,61.9071,65.3965,68.8859,72.3753,75.8647,79.3541,82.8435,86.333,89.8224,93.3119,96.8013,100.005,100.005,100.005,100.005,100.005,100.006,100.006,100.006,100.006,100.006,100.006,100.007,100.007,100.007,100.007,100.007,100.007,100.007,100.007,100.008,100.008,
-1.74, -150.011,-150.011,-150.011,-150.01,-150.01,-150.01,-150.01,-150.01,-150.01,-150.009,-150.009,-150.009,-150.009,-150.008,-150.008,-150.008,-150.008,-150.008,-150.007,-150.007,-150.007,-150.007,-147.857,-142.623,-137.389,-132.154,-126.92,-121.686,-116.452,-111.218,-105.984,-100.75,-95.5157,-90.2816,-85.0476,-79.8136,-74.5796,-69.3456,-64.1116,-58.8776,-53.6437,-48.4098,-43.1758,-37.9419,-32.7081,-27.4742,-22.2403,-17.0065,-11.7727,-6.53887,-1.30508,2.61914,6.10834,9.59755,13.0868,16.576,20.0652,23.5545,27.0438,30.533,34.0223,37.5116,41.0009,44.4902,47.9796,51.4689,54.9582,58.4476,61.9369,65.4263,68.9157,72.4051,75.8945,79.3839,82.8733,86.3627,89.8522,93.3416,96.8311,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.006,100.006,100.006,100.006,100.006,100.006,100.006,100.006,100.007,100.007,100.007,100.007,100.007,100.007,
-1.68, -150.01,-150.01,-150.01,-150.01,-150.01,-150.009,-150.009,-150.009,-150.009,-150.009,-150.008,-150.008,-150.008,-150.008,-150.008,-150.008,-150.007,-150.007,-150.007,-150.007,-150.007,-150.006,-147.811,-142.577,-137.343,-132.109,-126.875,-121.641,-116.407,-111.173,-105.939,-100.705,-95.4705,-90.2364,-85.0024,-79.7684,-74.5345,-69.3005,-64.0665,-58.8326,-53.5986,-48.3647,-43.1308,-37.8969,-32.663,-27.4292,-22.1953,-16.9615,-11.7277,-6.49387,-1.26008,2.64914,6.13834,9.62755,13.1168,16.606,20.0952,23.5845,27.0737,30.563,34.0523,37.5416,41.0309,44.5202,48.0095,51.4988,54.9882,58.4775,61.9668,65.4562,68.9456,72.4349,75.9243,79.4137,82.9031,86.3925,89.8819,93.3714,96.8608,100.004,100.004,100.004,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.006,100.006,100.006,100.006,100.006,100.006,100.006,100.006,100.007,100.007,100.007,
-1.62, -150.01,-150.009,-150.009,-150.009,-150.009,-150.009,-150.009,-150.008,-150.008,-150.008,-150.008,-150.008,-150.008,-150.007,-150.007,-150.007,-150.007,-150.007,-150.006,-150.006,-150.006,-150.006,-147.766,-142.532,-137.298,-132.064,-126.83,-121.596,-116.361,-111.127,-105.893,-100.659,-95.4253,-90.1913,-84.9573,-79.7233,-74.4894,-69.2554,-64.0214,-58.7875,-53.5536,-48.3197,-43.0858,-37.8519,-32.618,-27.3842,-22.1503,-16.9165,-11.6827,-6.44887,-1.21508,2.67914,6.16834,9.65755,13.1468,16.636,20.1252,23.6145,27.1037,30.593,34.0823,37.5715,41.0608,44.5501,48.0394,51.5287,55.0181,58.5074,61.9967,65.4861,68.9754,72.4648,75.9542,79.4435,82.9329,86.4223,89.9117,93.4011,96.8905,100.004,100.004,100.004,100.004,100.004,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.006,100.006,100.006,100.006,100.006,100.006,100.006,
-1.56, -150.009,-150.009,-150.009,-150.008,-150.008,-150.008,-150.008,-150.008,-150.008,-150.007,-150.007,-150.007,-150.007,-150.007,-150.007,-150.006,-150.006,-150.006,-150.006,-150.006,-150.006,-150.005,-147.721,-142.487,-137.252,-132.018,-126.784,-121.55,-116.316,-111.082,-105.848,-100.614,-95.3801,-90.1461,-84.9122,-79.6782,-74.4442,-69.2103,-63.9764,-58.7424,-53.5085,-48.2746,-43.0407,-37.8069,-32.573,-27.3391,-22.1053,-16.8715,-11.6377,-6.40386,-1.17008,2.70914,6.19834,9.68754,13.1768,16.666,20.1552,23.6445,27.1337,30.623,34.1122,37.6015,41.0908,44.5801,48.0694,51.5587,55.048,58.5373,62.0266,65.516,69.0053,72.4946,75.984,79.4734,82.9627,86.4521,89.9415,93.4309,96.9202,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.006,100.006,100.006,100.006,
-1.5, -150.008,-150.008,-150.008,-150.008,-150.008,-150.008,-150.007,-150.007,-150.007,-150.007,-150.007,-150.007,-150.006,-150.006,-150.006,-150.006,-150.006,-150.006,-150.006,-150.005,-150.005,-150.005,-147.675,-142.441,-137.207,-131.973,-126.739,-121.505,-116.271,-111.037,-105.803,-100.569,-95.335,-90.101,-84.867,-79.6331,-74.3992,-69.1652,-63.9313,-58.6974,-53.4635,-48.2296,-42.9957,-37.7618,-32.528,-27.2941,-22.0603,-16.8265,-11.5927,-6.35886,-1.12508,2.73914,6.22834,9.71754,13.2068,16.696,20.1852,23.6744,27.1637,30.6529,34.1422,37.6315,41.1207,44.61,48.0993,51.5886,55.0779,58.5672,62.0565,65.5458,69.0352,72.5245,76.0138,79.5032,82.9925,86.4819,89.9713,93.4606,96.95,100.003,100.003,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.004,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,
