0.00, -0.697778,-0.683822,-0.669867,-0.655911,-0.641956,-0.628,-0.614045,-0.600089,-0.586133,-0.572178,-0.558222,-0.544267,-0.530311,-0.516356,-0.5024,-0.488445,-0.474489,-0.460534,-0.446578,-0.432622,-0.418667,-0.404711,-0.390756,-0.3768,-0.362845,-0.348889,-0.334934,-0.320978,-0.307022,-0.293067,-0.279111,-0.265156,-0.2512,-0.237245,-0.223289,-0.209333,-0.195378,-0.181422,-0.167467,-0.153511,-0.139556,-0.1256,-0.111645,-0.0976891,-0.0837335,-0.069778,-0.0558224,-0.0418669,-0.0279113,-0.0139558,-2.03028e-07,0.0139554,0.0279109,0.0418665,0.055822,0.0697776,0.0837331,0.0976887,0.111644,0.1256,0.139555,0.153511,0.167466,0.181422,0.195378,0.209333,0.223289,0.237244,0.2512,0.265155,0.279111,0.293066,0.307022,0.320978,0.334933,0.348889,0.362844,0.3768,0.390755,0.404711,0.418666,0.432622,0.446578,0.460533,0.474489,0.488444,0.5024,0.516355,0.530311,0.544266,0.558222,0.572178,0.586133,0.600089,0.614044,0.628,0.641955,0.655911,0.669866,0.683822,
-3, -150.033,-150.032,-150.032,-150.031,-150.031,-150.03,-150.029,-150.029,-150.028,-150.028,-150.027,-150.027,-150.026,-150.025,-150.025,-150.024,-150.023,-150.023,-150.022,-150.021,-150.021,-150.02,-148.814,-143.579,-138.344,-133.109,-127.875,-122.64,-117.405,-112.17,-106.935,-101.701,-96.4659,-91.2313,-85.9967,-80.7622,-75.5277,-70.2933,-65.0589,-59.8246,-54.5903,-49.3561,-44.1219,-38.8877,-33.6536,-28.4196,-23.1856,-17.9516,-12.7177,-7.48388,-2.25008,1.98914,5.47836,8.96761,12.4569,15.9462,19.4356,22.9249,26.4144,29.9038,33.3933,36.8828,40.3723,43.8619,47.3515,50.8411,54.3308,57.8205,61.3102,64.8,68.2898,71.7796,75.2695,78.7593,82.2492,85.7392,89.2291,92.7191,96.2091,99.6991,100.014,100.014,100.015,100.015,100.016,100.016,100.016,100.017,100.017,100.018,100.018,100.018,100.019,100.019,100.02,100.02,100.02,100.021,100.021,100.022,
-2.94, -150.032,-150.031,-150.03,-150.03,-150.029,-150.029,-150.028,-150.028,-150.027,-150.027,-150.026,-150.025,-150.025,-150.024,-150.024,-150.023,-150.022,-150.022,-150.021,-150.021,-150.02,-150.019,-148.769,-143.534,-138.299,-133.064,-127.829,-122.594,-117.359,-112.125,-106.89,-101.655,-96.4206,-91.186,-85.9515,-80.717,-75.4825,-70.2481,-65.0138,-59.7795,-54.5452,-49.311,-44.0768,-38.8427,-33.6086,-28.3746,-23.1406,-17.9066,-12.6727,-7.43888,-2.20508,2.01914,5.50835,8.9976,12.4869,15.9762,19.4655,22.9549,26.4443,29.9338,33.4232,36.9127,40.4023,43.8918,47.3814,50.871,54.3607,57.8503,61.34,64.8298,68.3195,71.8093,75.2992,78.789,82.2789,85.7688,89.2587,92.7487,96.2386,99.7286,100.013,100.014,100.014,100.015,100.015,100.015,100.016,100.016,100.017,100.017,100.017,100.018,100.018,100.018,100.019,100.019,100.02,100.02,100.02,100.021,
-2.88, -150.03,-150.03,-150.029,-150.029,-150.028,-150.028,-150.027,-150.027,-150.026,-150.026,-150.025,-150.024,-150.024,-150.023,-150.023,-150.022,-150.022,-150.021,-150.02,-150.02,-150.019,-150.019,-148.723,-143.488,-138.253,-133.018,-127.783,-122.549,-117.314,-112.079,-106.844,-101.61,-96.3753,-91.1407,-85.9062,-80.6718,-75.4373,-70.203,-64.9686,-59.7343,-54.5001,-49.2659,-44.0317,-38.7976,-33.5636,-28.3295,-23.0955,-17.8616,-12.6277,-7.39388,-2.16008,2.04914,5.53835,9.0276,12.5169,16.0062,19.4955,22.9849,26.4743,29.9637,33.4532,36.9427,40.4322,43.9217,47.4113,50.9009,54.3905,57.8802,61.3698,64.8596,68.3493,71.8391,75.3289,78.8187,82.3085,85.7984,89.2883,92.7782,96.2682,99.7581,100.013,100.013,100.014,100.014,100.014,100.015,100.015,100.016,100.016,100.016,100.017,100.017,100.017,100.018,100.018,100.018,100.019,100.019,100.02,100.02,
-2.82, -150.029,-150.029,-150.028,-150.028,-150.027,-150.027,-150.026,-150.026,-150.025,-150.024,-150.024,-150.023,-150.023,-150.022,-150.022,-150.021,-150.021,-150.02,-150.02,-150.019,-150.018,-150.018,-148.677,-143.442,-138.207,-132.973,-127.738,-122.503,-117.268,-112.034,-106.799,-101.565,-96.33,-91.0955,-85.861,-80.6265,-75.3922,-70.1578,-64.9235,-59.6892,-54.455,-49.2208,-43.9867,-38.7526,-33.5185,-28.2845,-23.0505,-17.8166,-12.5827,-7.34887,-2.11508,2.07914,5.56835,9.0576,12.5469,16.0362,19.5255,23.0149,26.5043,29.9937,33.4831,36.9726,40.4621,43.9516,47.4412,50.9308,54.4204,57.91,61.3997,64.8894,68.3791,71.8688,75.3586,78.8484,82.3382,85.828,89.3179,92.8078,96.2977,99.7876,100.012,100.013,100.013,100.013,100.014,100.014,100.015,100.015,100.015,100.016,100.016,100.016,100.017,100.017,100.017,100.018,100.018,100.018,100.019,100.019,
-2.76, -150.028,-150.027,-150.027,-150.026,-150.026,-150.025,-150.025,-150.024,-150.024,-150.023,-150.023,-150.022,-150.022,-150.021,-150.021,-150.02,-150.02,-150.019,-150.019,-150.018,-150.018,-150.017,-148.632,-143.397,-138.162,-132.927,-127.692,-122.458,-117.223,-111.988,-106.754,-101.519,-96.2847,-91.0502,-85.8158,-80.5813,-75.347,-70.1127,-64.8784,-59.6441,-54.4099,-49.1758,-43.9416,-38.7075,-33.4735,-28.2395,-23.0055,-17.7716,-12.5377,-7.30387,-2.07008,2.10914,5.59835,9.0876,12.5769,16.0662,19.5555,23.0448,26.5342,30.0236,33.5131,37.0025,40.492,43.9815,47.4711,50.9606,54.4502,57.9398,61.4295,64.9191,68.4088,71.8986,75.3883,78.8781,82.3679,85.8577,89.3475,92.8374,96.3273,99.8172,100.012,100.012,100.012,100.013,100.013,100.014,100.014,100.014,100.015,100.015,100.015,100.016,100.016,100.016,100.017,100.017,100.017,100.018,100.018,100.018,
-2.7, -150.027,-150.026,-150.026,-150.025,-150.025,-150.024,-150.024,-150.023,-150.023,-150.022,-150.022,-150.021,-150.021,-150.02,-150.02,-150.019,-150.019,-150.018,-150.018,-150.017,-150.017,-150.016,-148.586,-143.351,-138.116,-132.882,-127.647,-122.412,-117.178,-111.943,-106.708,-101.474,-96.2394,-91.0049,-85.7705,-80.5361,-75.3018,-70.0675,-64.8333,-59.599,-54.3648,-49.1307,-43.8966,-38.6625,-33.4285,-28.1945,-22.9605,-17.7266,-12.4927,-7.25887,-2.02508,2.13914,5.62835,9.11759,12.6069,16.0962,19.5855,23.0748,26.5642,30.0536,33.543,37.0325,40.5219,44.0114,47.501,50.9905,54.4801,57.9697,61.4593,64.949,68.4386,71.9283,75.418,78.9078,82.3975,85.8873,89.3771,92.867,96.3568,99.8467,100.011,100.012,100.012,100.012,100.013,100.013,100.013,100.014,100.014,100.014,100.015,100.015,100.015,100.016,100.016,100.016,100.017,100.017,100.017,100.017,
-2.64, -150.025,-150.025,-150.025,-150.024,-150.024,-150.023,-150.023,-150.022,-150.022,-150.021,-150.021,-150.021,-150.02,-150.02,-150.019,-150.019,-150.018,-150.018,-150.017,-150.017,-150.016,-150.016,-148.54,-143.305,-138.071,-132.836,-127.601,-122.367,-117.132,-111.898,-106.663,-101.429,-96.1941,-90.9597,-85.7253,-80.491,-75.2567,-70.0224,-64.7881,-59.5539,-54.3197,-49.0856,-43.8515,-38.6175,-33.3834,-28.1494,-22.9155,-17.6816,-12.4477,-7.21387,-1.98008,2.16914,5.65835,9.14759,12.6369,16.1261,19.6155,23.1048,26.5942,30.0836,33.573,37.0624,40.5519,44.0413,47.5309,51.0204,54.5099,57.9995,61.4891,64.9787,68.4684,71.9581,75.4478,78.9375,82.4272,85.917,89.4068,92.8966,96.3864,99.8762,100.011,100.011,100.011,100.012,100.012,100.012,100.013,100.013,100.013,100.014,100.014,100.014,100.015,100.015,100.015,100.016,100.016,100.016,100.016,100.017,
-2.58, -150.024,-150.024,-150.023,-150.023,-150.023,-150.022,-150.022,-150.021,-150.021,-150.02,-150.02,-150.02,-150.019,-150.019,-150.018,-150.018,-150.017,-150.017,-150.016,-150.016,-150.015,-150.015,-148.494,-143.26,-138.025,-132.79,-127.556,-122.321,-117.087,-111.852,-106.618,-101.383,-96.1488,-90.9144,-85.6801,-80.4458,-75.2115,-69.9772,-64.743,-59.5088,-54.2747,-49.0405,-43.8065,-38.5724,-33.3384,-28.1044,-22.8705,-17.6366,-12.4027,-7.16887,-1.93508,2.19914,5.68835,9.17759,12.6668,16.1561,19.6454,23.1348,26.6241,30.1135,33.6029,37.0923,40.5818,44.0713,47.5607,51.0503,54.5398,58.0294,61.519,65.0086,68.4982,71.9878,75.4775,78.9672,82.4569,85.9466,89.4364,92.9262,96.416,99.9058,100.01,100.011,100.011,100.011,100.012,100.012,100.012,100.012,100.013,100.013,100.013,100.014,100.014,100.014,100.015,100.015,100.015,100.015,100.016,100.016,
-2.52, -150.023,-150.023,-150.022,-150.022,-150.022,-150.021,-150.021,-150.02,-150.02,-150.02,-150.019,-150.019,-150.018,-150.018,-150.017,-150.017,-150.016,-150.016,-150.016,-150.015,-150.015,-150.014,-148.449,-143.214,-137.98,-132.745,-127.51,-122.276,-117.041,-111.807,-106.572,-101.338,-96.1036,-90.8692,-85.6349,-80.4006,-75.1663,-69.9321,-64.6979,-59.4637,-54.2296,-48.9955,-43.7614,-38.5274,-33.2934,-28.0594,-22.8255,-17.5916,-12.3577,-7.12387,-1.89008,2.22914,5.71835,9.20758,12.6968,16.1861,19.6754,23.1648,26.6541,30.1435,33.6329,37.1223,40.6117,44.1012,47.5907,51.0802,54.5697,58.0592,61.5488,65.0384,68.528,72.0176,75.5073,78.9969,82.4866,85.9763,89.466,92.9558,96.4455,99.9353,100.01,100.01,100.01,100.011,100.011,100.011,100.012,100.012,100.012,100.012,100.013,100.013,100.013,100.014,100.014,100.014,100.014,100.015,100.015,100.015,
